"Date","Time","1_CO","1_MP10","1_O3","2_MP10","2_O3","3_CO","3_MP10","3_O3","4_MP10","5_CO","5_MP10","5_NO2","5_O3","5_SO2","8_CO","8_SO2","12_CO","12_NO2","16_CO","16_MP10","16_O3","27_CO","27_MP10","27_NO2","27_O3","47_NO2","47_O3"
2005-10-15,"01:00",0.71,8.52,25.26,10.75,39.75,0.65,22.51,30.84,30.84,0.58,36.55,NA,26.85,2.35,0.87,1.26,0.41,NA,0.61,21.9,37.41,0.91,14.13,NA,5.59,26.91,18.69
2005-10-15,"02:00",0.67,33.37,21.29,42.38,37.05,0.72,33.5,15,35.54,0.64,25.07,38.74,18.99,2.6,0.88,1.35,0.33,55.91,0.73,22.46,24.48,0.89,15.55,54.04,4.16,23.13,10.56
2005-10-15,"03:00",0.79,31.39,7.1,41.76,34.11,0.8,38.28,4.44,33.98,0.62,26.17,51.38,9.68,5.03,0.87,2.23,0.44,60.83,0.79,27.9,21.37,0.72,29.35,48.59,6.47,14.06,12.46
2005-10-15,"04:00",0.73,34.36,8.59,32.49,46.12,0.81,42,5.46,36.51,0.64,30.21,49.43,8.59,NA,1.01,NA,0.35,58.5,0.77,36.86,12.96,0.72,28.69,40.83,6.76,3.09,NA
2005-10-15,"05:00",0.78,25.63,6.66,31.55,34.22,NA,31.02,19.86,26.63,NA,26.75,50.05,8.64,2.85,NA,3.22,NA,51.39,NA,54.52,11.26,NA,43.26,51.67,0,5.46,18.86
2005-10-15,"06:00",0.76,31.83,NA,28.18,NA,0.57,21.03,NA,36.47,0.61,22.71,35.64,NA,2.07,1.05,3.65,0.69,52.87,0.77,67.58,NA,0.84,37.18,47.17,NA,13.99,9.75
2005-10-15,"07:00",0.71,25.54,13.32,29.83,29.93,0.58,23.46,27.44,35.45,0.54,30.68,40.62,23.04,3.07,1.59,10.54,0.68,55.9,0.56,37.76,28.25,0.72,35.25,42.74,6.36,18.53,14.27
2005-10-15,"08:00",0.73,29.13,17.14,34.59,35.79,0.63,31.76,33.46,30.94,0.47,21.53,27.59,45.29,3.19,1.8,11.12,0.82,59.43,0.46,21.89,43.03,0.59,32.21,38.82,19.35,26.56,20.69
2005-10-15,"09:00",0.78,12.52,21.24,37.92,43.43,0.61,10.36,45.68,13.11,0.46,5.02,23.56,51.83,3.95,2.11,12.48,0.77,61.06,0.49,15.44,44.3,0.58,10.18,29.29,32.27,25.92,32.55
2005-10-15,"10:00",0.86,7.01,29.7,24.14,50.7,0.59,3.04,51.11,12.67,0.48,2.09,25.12,56.19,1.52,2.59,12.98,1.08,64.82,0.54,3.82,49.93,0.76,5.9,36.8,29.67,18.51,50.45
2005-10-15,"11:00",0.77,17.37,37.89,16.13,52.8,0.84,17.8,44.47,13.71,0.47,15.1,22.68,66.7,1.66,2.41,14.92,1.25,70.37,0.57,6.92,57.22,0.73,11.86,43.31,24.17,24.32,46.43
2005-10-15,"12:00",0.86,4.02,42.81,16.47,66.01,0.83,2.04,59.33,10.32,0.48,2.26,22.18,66.83,1.23,2.21,15.11,1.08,66.13,0.56,3.9,57.56,0.73,12.43,44.68,26.01,25.66,57.81
2005-10-15,"13:00",0.77,10.08,51.4,15.28,79.92,0.73,9.19,67.63,13.22,0.46,3.25,21.72,67.38,0.8,2.16,15.01,1.36,68.59,0.46,NA,55.87,0.65,6.24,31.01,39.51,17.13,75.4
2005-10-15,"14:00",0.76,15.85,60.17,12.29,81.66,0.61,7.38,85.26,11.18,0.48,3.32,18.15,84.02,1.35,2.02,13.75,1.33,69.41,0.48,1.61,60.83,0.66,10.23,38.72,32.36,16.77,71.76
2005-10-15,"15:00",0.66,16.71,70.76,12.18,74.14,0.71,16.53,73.06,19.9,0.44,5.44,19.7,84.68,1.11,1.99,11.35,1.37,71.74,0.46,1.25,65.42,0.64,7.77,38.83,43.51,16.1,75.17
2005-10-15,"16:00",0.63,15.91,61.8,15.51,63.43,0.67,13.61,67.94,7.11,0.42,6.9,19.24,77.15,1.93,1.82,10.65,0.97,63.38,0.4,NA,69.96,0.59,13.31,34.71,46.77,14.81,68.24
2005-10-15,"17:00",0.66,4.57,51.88,20.1,64.68,0.63,16.32,66.87,15.4,0.47,9.45,23.69,69.74,1.66,1.79,10.04,0.82,59.3,0.44,4.76,71.79,0.61,13.35,30.49,47.36,15.74,59.46
2005-10-15,"18:00",0.74,20.93,47.5,19.81,57.13,0.66,11.58,64.79,17.47,0.54,11.35,25.2,69.75,2.86,1.79,10.2,0.88,59.22,0.47,5.78,72.84,0.68,15.25,34.84,42.53,12.66,60.24
2005-10-15,"19:00",0.65,21.61,49.68,19.72,57.21,0.55,4.12,74.41,18.93,0.63,12.62,31.41,59.24,2.95,2,10.7,0.85,59.36,0.58,16.5,66.99,0.78,25,40.7,36.65,7.99,62.01
2005-10-15,"20:00",0.61,7.97,53.41,17.42,56.61,0.62,6.37,63.46,12.57,0.5,14.44,21.19,74.99,5.05,2,10.91,0.81,63.44,0.64,17.59,69.44,0.78,21.45,36.33,39.56,5.87,64.25
2005-10-15,"21:00",0.71,13.03,40.23,11.36,62,0.69,9.85,57.5,10.86,0.52,9.35,23.17,70.07,5.6,1.64,6.29,0.97,67.04,0.79,34.57,63.31,0.65,15.14,31.9,44.89,0.05,77.8
2005-10-15,"22:00",0.75,11.31,33.93,9.87,77.3,0.65,9.41,61.99,15.48,0.53,12.94,23.14,71.16,4.04,1.61,6.46,1.2,68.2,0.59,19.78,69.45,0.61,12.76,34.23,42.28,0.00255439796147402,76.78
2005-10-15,"23:00",0.72,15.68,36,8.82,72.99,0.55,6.5,70.16,17.54,0.51,6.39,20.76,71.75,3.22,1.46,5.68,1.12,66.52,0.65,31.57,63.19,0.62,8.09,31.98,43.61,0.45,70.09
2005-10-15,"24:00",0.73,12.52,32.78,8.17,63.18,0.55,4.82,69.67,13.24,0.53,9.16,21.42,67.64,4.86,1.25,3.07,1.09,57.56,0.77,28.2,51.88,0.62,21.68,30.92,42.07,1.82,64.9
2005-10-16,"01:00",0.68,22.54,37.55,10.17,67.86,0.57,39.85,65.79,16.45,0.49,63.22,NA,74.16,5.05,1.21,3.35,0.84,NA,0.66,22.36,56.89,0.67,18.09,NA,43.86,0.37,68.05
2005-10-16,"02:00",0.55,31.46,54.48,49.92,78.05,0.49,36.79,70.47,20.97,0.5,31.04,24.01,64.04,3.99,0.74,1.26,0.52,34.64,0.57,30.76,57.67,0.87,17.23,35.44,39.19,1.92,61.97
2005-10-16,"03:00",0.5,10.44,56.25,24.54,68.26,0.49,8.91,62.5,11.27,0.41,11.93,12.97,72.01,0.52,0.59,0.72,0.43,28.76,0.48,24.87,60.34,0.71,8.99,26.69,46.14,0.94,58.88
2005-10-16,"04:00",0.46,13.72,50.91,12.16,74.81,0.46,12.33,61.18,14.03,0.41,11.97,13.72,65.63,NA,0.57,NA,0.37,26.99,0.42,11.43,58.9,0.83,14.07,26.45,41.04,0,NA
2005-10-16,"05:00",0.45,23.99,41.99,17.52,74.88,NA,16.14,51.77,11.41,NA,13.94,14.15,62.09,3.61,NA,4.33,NA,33.79,NA,17.89,42.07,NA,19.37,22.36,42.1,0.00255439796147402,56.58
2005-10-16,"06:00",0.5,15.09,NA,22.2,NA,0.41,12.81,NA,17.9,0.34,6.89,13.87,NA,4.79,0.63,4.31,0.4,38.27,0.5,18.59,NA,0.49,18.96,21.73,NA,0.02,54.25
2005-10-16,"07:00",0.53,14.08,31.47,19.79,63.46,0.46,11.57,47.68,16.37,0.34,12.5,13.61,63.31,3.77,0.71,3.47,0.41,39.12,0.47,11.49,45.58,0.51,14.84,28.38,33.26,0.04,56.43
2005-10-16,"08:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,3.89,0.42,44.7,0.52,10.12,50.9,0.59,16.52,26.77,35.68,0,56.03
2005-10-16,"09:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.73
2005-10-16,"10:00",0.55,7.12,38.05,14.55,66.74,0.51,16.49,42.91,12.59,0.45,16.27,25.91,50.04,6.53,0.75,4.76,0.43,47.24,NA,NA,NA,0.58,8.93,25.78,39.71,0.01,61.66
2005-10-16,"11:00",0.58,11,45.57,16.65,74.66,0.51,18.72,52.91,21.56,0.5,18.19,22.44,59.83,8.8,0.99,8.09,0.56,44.99,0.61,12.08,67.16,0.69,8.69,29.49,39.24,4.37,63.36
2005-10-16,"12:00",0.69,19.97,43.37,18.77,73.23,0.58,15.93,61.17,21.46,0.53,23.81,21.37,67.12,5.59,1.07,6.59,0.67,48.94,0.69,12.3,78.93,0.76,17.58,32,44.65,NA,NA
2005-10-16,"13:00",0.8,21.81,57.31,20.3,74.14,0.72,30.95,69.2,27.34,0.6,20.59,25.11,77.18,3.71,1.25,7.17,0.98,64.01,0.76,43.28,88.12,0.76,28.63,42.68,42.06,6.33,72.19
2005-10-16,"14:00",0.98,22.12,75.28,23.47,92.25,0.93,23.27,84.96,29.83,0.84,28.93,40.99,91.87,3.7,2.24,13.35,1.25,73.16,0.71,42.45,108.78,0.85,34.58,44.21,54.83,21.92,83.85
2005-10-16,"15:00",1.08,32.58,80.21,28.87,111.01,1.03,38.86,82.25,30.99,0.69,34.87,26.69,96.51,3.65,2.06,14.13,1.25,70.38,0.5,56.15,83.82,0.77,44.32,39.19,63.15,33.29,92.96
2005-10-16,"16:00",0.83,39.77,62.67,33.73,88.59,0.77,37.89,68.88,43.26,0.51,34.09,14.49,75.57,1.21,1.69,8.06,0.85,41.35,0.46,58.55,71.93,0.6,42.89,21.42,46.57,19.11,90.77
2005-10-16,"17:00",0.69,32.28,46.21,35.07,65.92,0.67,32.6,54.49,24.35,0.48,18.67,14.27,60.96,1.27,1.92,10.13,0.82,42.87,0.49,20.9,67.78,0.52,35.06,19.6,41.3,8.8,61.5
2005-10-16,"18:00",0.67,6.82,51.98,24.22,60.1,0.62,16.57,58.72,12.83,0.54,10.17,19.68,62.16,0.93,1.84,9.62,0.86,54.67,0.53,2.72,69.16,0.71,9.06,31.75,34.86,12.26,53.66
2005-10-16,"19:00",0.78,21.34,34.41,19.32,45.45,0.68,22.21,41.24,18.37,0.7,11.23,36.3,38.67,1.39,2.16,11.25,0.98,58.75,0.57,29.48,51.83,0.87,25.53,41.44,27.3,19.04,45.59
2005-10-16,"20:00",0.91,17.57,21.08,21.25,33.84,0.87,20.54,19.52,23.4,0.72,16.05,41.94,24.71,2.64,1.21,5.39,0.92,61.73,0.68,15.48,37.51,1.05,27.27,49.98,9.08,29.43,29.13
2005-10-16,"21:00",1.09,40.38,7.16,33.08,34.39,0.93,28.1,23.35,36.69,0.91,29.29,55.15,14.58,3.75,1.37,7.22,1.22,66.64,0.93,41.9,15.43,1.24,45.91,58.27,2.45,22.14,29.84
2005-10-16,"22:00",1.22,28.47,10.95,40.29,28.99,1.02,27.18,23.51,26.88,0.92,26.94,48.11,19.86,3.99,1.41,5.33,0.96,59.78,1.06,61.36,16.68,1.26,38.49,57.05,5.29,16.08,33.39
2005-10-16,"23:00",0.86,36.98,17.13,39.78,47.82,0.92,35.17,21.55,28.42,0.93,22.98,44.98,25.52,3.27,1.79,5.74,0.91,54.93,1.1,59.58,19.67,1.03,42.58,51.55,10,7.29,47.13
2005-10-16,"24:00",0.8,26.67,21.92,32.81,44.31,0.82,29.42,26.06,23.78,0.77,29.91,37.19,30.95,2.97,1.41,5.62,0.77,46.32,1.11,81.23,15.4,0.88,45.1,48.58,13.72,4.05,43.07
2005-10-17,"01:00",0.76,28.24,12.13,29.58,33.19,0.72,15.65,25.59,23.03,0.68,16.28,NA,29.81,3.26,1.25,7.94,0.73,NA,0.97,77.47,22.75,0.89,40.78,NA,5.14,6.32,40.98
2005-10-17,"02:00",0.7,39.27,14.81,36.81,29.83,0.61,32.24,32.53,9.42,0.63,84.46,34.31,23.2,3.79,1.26,10.48,0.66,41.74,1.08,57.93,14.42,0.68,32.34,37.13,14.85,0.37,39.86
2005-10-17,"03:00",0.68,52.78,22.34,71.06,43.03,0.63,45.78,26.91,32.6,0.66,41.51,37.9,18.6,3.44,1.07,10.84,0.71,33.03,0.67,63.45,29.66,0.73,35.14,35.23,10.82,7.84,26.48
2005-10-17,"04:00",0.66,59.89,12.31,36.5,33.04,0.65,48.79,5.95,39.21,0.56,38.17,31.76,19.49,NA,0.76,NA,0.53,34.65,0.51,50.7,25.88,0.72,52.89,32.02,2.16,7.89,NA
2005-10-17,"05:00",0.75,69.12,0.8,47.6,25.46,NA,65.57,3.52,59.82,NA,52.7,47.89,7.53,6.22,NA,10.99,NA,49.72,NA,90.88,17.93,NA,54.77,29.44,14.82,1.49,38.12
2005-10-17,"06:00",0.81,54.51,NA,69.69,NA,0.64,52.37,NA,47.88,0.53,45.57,42.17,NA,5.37,0.75,8.17,0.58,48.05,0.62,94.32,NA,0.66,57.42,34.46,NA,2.33,30.13
2005-10-17,"07:00",1.06,49.22,0.65,34.03,26.41,0.89,40.45,3.34,46.68,0.59,43.23,42.09,1.27,3.24,1.24,6.94,0.96,61.21,0.93,89.23,10.28,1.34,62.64,47.72,0.01,6.19,9.83
2005-10-17,"08:00",1.56,46.09,1.17,40.61,25.95,1.49,54.8,3.59,48.06,0.84,36.9,36.31,1.22,2.7,1.67,7.84,1.33,69.44,1.32,119.85,10.46,2.39,73.09,55.65,0.04,13.49,0.62
2005-10-17,"09:00",2.19,46.14,2.05,38.28,29.4,1.72,50.88,5.1,43.6,1.53,38.18,57.78,3.91,4.82,2.96,14.9,2.45,86.74,1.87,89.91,13.48,2.5,70.35,69.72,0.12,19.17,8.54
2005-10-17,"10:00",2.64,47.75,4.26,36.54,38.92,1.94,48.96,8.99,50.59,2.33,38.84,107.32,7.47,10.7,3.64,21.97,3.71,125.81,1.65,17.11,23.32,2.35,64.69,107.04,2.67,49.39,22.84
2005-10-17,"11:00",1.97,53.6,16.68,61.4,46.17,2.06,56.09,26.18,61.17,1.4,45.14,98.13,43.68,9.04,3.07,22.98,3.22,142.25,1,8.98,61.9,1.87,50.84,102.05,27.29,60.8,44.91
2005-10-17,"12:00",1.4,27.67,39.24,52.7,101.02,1.32,33.68,57.59,48.52,0.98,32.24,62.76,80.02,4.7,2.68,16.3,3,138.34,0.79,0.8,82.93,1.47,6.86,81.68,47.6,24.73,84.01
2005-10-17,"13:00",1.15,33.37,48.79,30.22,125.85,1.14,82.04,56.38,28.75,0.84,23.57,55.55,77.71,5.6,2.34,14.04,2.72,141.75,0.8,19.2,77.27,1.58,23.7,85.79,39.13,0.49,104.81
2005-10-17,"14:00",1.16,30.4,56.11,19.08,133.41,1.02,45.03,62.93,31.72,0.71,24.34,52.65,75.75,5.36,2.33,12.88,3.23,136.47,0.89,19.67,63.32,1.45,20.44,76.4,40.4,0,107.35
2005-10-17,"15:00",1.13,16.89,60.2,17.04,130.5,1.08,32.78,69.29,31.76,0.7,24.7,43.17,95.43,5.35,2.73,16.28,3.46,143.06,0.83,5.74,77.95,1.52,17.71,83.1,42.14,0,96.76
2005-10-17,"16:00",1.45,36.05,40.94,20.34,118.83,1.16,40.83,60.54,32.49,0.86,28.04,62.56,67.2,3.62,2.91,15.2,4.3,157.57,1.02,54.96,54.28,1.59,50.52,86.06,33.82,0.14,95.57
2005-10-17,"17:00",1.44,41.5,42.29,23.93,119.17,1.17,44.14,62.62,33.16,0.78,28.67,50.72,75.87,3.31,2.87,12.69,2.32,142.14,1.18,46.47,35.64,2.26,65.51,104.07,20.72,1.05,55.22
2005-10-17,"18:00",1.49,42.84,34.15,26.17,107.21,1.27,40.71,56.67,32.98,1.15,54.24,73.8,39.22,2.64,3.25,13.77,3.86,168.6,1.45,80.64,32.19,3.2,75.17,131.66,2.99,3.2,84.75
2005-10-17,"19:00",1.73,51.08,21.68,32.92,120.04,1.73,43.2,34.3,44.99,1.25,30.55,85.44,30.54,2.08,3.16,13.38,3.93,179.4,1.41,42.87,35.01,2.49,43.56,125.73,14.45,3.61,77.11
2005-10-17,"20:00",1.95,51.67,6.14,46.29,75.89,2.42,62.84,6.5,55.51,2.02,69.9,132.07,6.44,3.65,4.59,33.3,4.18,175.8,1.43,86.69,33.99,3.29,84.14,141.03,0.28,20.11,48.56
2005-10-17,"21:00",2.03,60.57,3.96,51.75,30.31,2.14,77.03,5.49,58.22,1.97,66.99,111.33,1.83,1.72,2.75,24.99,2.47,138.68,1,206.4,33.6,3.3,155.08,107.88,0.001008,51.97,18.19
2005-10-17,"22:00",1.98,55.52,0.95,43.66,25.38,2.43,76.34,3.38,64.43,1.08,37.27,72.7,2.08,0.99,2.27,21.85,2.69,122.69,0.85,23.01,36.01,3.89,86.42,86.99,0.02,67.97,2.2
2005-10-17,"23:00",1.77,41.92,1.71,41.83,25.22,2.6,74.16,3.21,54.28,1.07,22.83,66.82,1.13,1.08,2.13,20.55,2.19,111.84,1.17,41.99,16.69,3.58,46.76,72.47,0,57.56,0.53
2005-10-17,"24:00",1.25,50.72,7.71,42.69,29.69,2.23,57.39,3.38,63.67,0.93,22.4,61.22,3.2,0.88,1.69,12.83,1.31,99.6,1.45,58.21,10.63,3.29,48.33,61.39,0,44.54,0
2005-10-18,"01:00",1.7,48.02,1.3,31.28,26.77,2.28,50.48,2.93,54.16,1.38,23.17,NA,1.33,1.17,1.51,8.12,1.25,NA,1.39,21.95,10.48,1.98,31,NA,0.001008,39.39,5.99
2005-10-18,"02:00",1.52,71.67,0.93,36.56,32.25,1.82,91.52,2.76,43.93,1.35,65.52,66.42,1.25,1.02,1.84,12.9,1.31,91.98,1.19,50.11,10.05,2.03,34.85,63.78,0,18.99,17.87
2005-10-18,"03:00",1.63,68.29,1.07,70.41,36.83,1.77,75.26,2.83,56.91,1.31,47.73,62.58,1.46,0.85,2.01,15.68,1.72,93.01,1.32,65.32,10.06,1.95,66.94,49.94,0,3.61,43.76
2005-10-18,"04:00",1.82,56.15,1.72,45.26,26.24,1.8,62.69,2.88,38.38,1.43,43.52,56.26,1.43,NA,1.99,NA,1.66,88.87,1.36,77.16,9.79,1.64,59.84,43.42,0,3.2,NA
2005-10-18,"05:00",1.92,56.09,1.3,48.88,25.77,NA,50.95,3.12,49.56,NA,41.85,47.44,1.36,1.41,NA,14.87,NA,80.17,NA,72.51,8.9,NA,66.98,42.24,0,1.32,12.31
2005-10-18,"06:00",2.42,71.08,NA,52.81,NA,1.99,54.9,NA,46.31,1.21,36.1,48.79,NA,0.84,2.04,17.29,1.03,87.13,0.81,57.03,NA,1.47,69.46,41.96,NA,3.06,7.98
2005-10-18,"07:00",2.44,74.76,1.92,49.98,24.98,2.35,80.63,2.28,81.42,0.94,29.97,49.97,1.63,0.56,3.39,26.89,0.83,84.73,0.9,24.15,10.83,2.1,70.2,53.73,0.04,4.62,4.27
2005-10-18,"08:00",2.21,70.5,1.65,52.1,25.05,1.74,86.98,1.76,103.22,0.95,30.2,63.18,5.33,1.6,3.31,23.62,1.61,91.31,0.94,38.56,19.33,2.12,41.41,60.85,0,17.41,1.79
2005-10-18,"09:00",1.63,66.86,4.22,86.41,24.82,1.3,53.23,7.4,58.89,0.64,7.49,40.67,32.44,1.02,2.78,17.34,1.81,87.31,0.81,16.17,33.44,1.25,25.32,55.98,4.39,18.46,0.38
2005-10-18,"10:00",1.22,21.97,8.14,46.42,30.65,1.06,29.28,16.84,29.58,0.74,15.63,48.84,22.92,0.59,2.93,14.74,1.76,90.25,0.83,28.4,37.57,1.36,34.77,56.69,1.98,34.52,1.15
2005-10-18,"11:00",1.41,31.13,3.91,27.3,27.35,1.31,36.45,6.33,25.09,0.93,17.49,54.88,15.08,0.45,2.94,13.3,2.04,87.4,0.62,55,35.16,1.95,48.34,66.41,0.36,57.06,6.25
2005-10-18,"12:00",1.64,31.24,3.64,25.05,30.27,1.61,26.98,5.39,21.82,0.86,16.58,50.05,15.94,0.74,3.52,18.79,2.68,81.33,0.49,1.51,33.41,1.86,25.85,69.87,0.36,50.65,11.06
2005-10-18,"13:00",1.38,19.58,7.35,23.82,41.89,1.45,27.64,9.32,16.3,0.94,18.77,48.11,13.83,0.42,2.72,15.45,2.19,89.52,0.55,12.01,36.58,1.67,36.75,65.02,2.97,39.89,26.04
2005-10-18,"14:00",1.29,10.34,5.85,16.56,44.29,1.15,44.39,12.6,23.35,0.69,10.76,37.93,18.25,0.36,2.69,15.53,2.24,90.78,0.5,1.6,36.16,1.26,13.3,51.98,4.91,42.67,34.14
2005-10-18,"15:00",0.96,11.94,5.34,13.1,31.79,0.75,29,20.42,19.14,0.47,1.03,26.03,29.24,1.44,2.46,14.69,1.54,69.12,0.49,NA,38.81,0.94,2.63,36.56,10.55,50.39,16.41
2005-10-18,"16:00",0.9,7.35,5.2,18.42,30.8,0.62,26.02,24.46,17.56,0.46,6.79,32.15,25.13,2.11,2.61,17.93,1.84,71.05,0.44,0.74,40.04,0.94,3.48,42.18,7.3,27.64,27.91
2005-10-18,"17:00",0.75,13.05,6.54,22.19,32.82,0.73,18.41,22.76,13.25,0.44,3.14,33.07,24.19,2.35,2.58,19.36,1.65,76.75,0.47,0.73,38.2,0.74,6.78,41.07,7.45,26.91,22.62
2005-10-18,"18:00",0.75,14.15,5.1,18.96,31.32,0.79,13.77,17.02,16.03,0.37,0.78,26.86,33.15,4.62,2.7,21.55,1.38,79.36,0.5,1.55,33.45,0.7,5.1,42.09,8.91,35.62,16.38
2005-10-18,"19:00",0.77,9.39,5.62,16.16,28.71,0.72,16.27,18,13.4,0.45,6.84,36.33,22.66,5.79,2.47,16.83,1.23,72.32,0.5,7.57,34.4,0.71,6.34,43.93,6.38,37.02,9.63
2005-10-18,"20:00",0.8,19.52,4.1,17.54,29.83,0.69,9.28,19.36,13.52,0.5,8.61,43.1,14.94,6.03,2.31,15.04,1.26,78.05,0.48,14.08,35.21,0.78,17.47,43.98,5.59,31.79,11.22
2005-10-18,"21:00",0.71,4.42,5.24,16.85,28.71,0.65,13.8,17.79,14.56,0.47,8.98,42.18,16.06,5.35,1.87,14.31,0.93,70.82,0.42,2.05,36.05,0.7,10.57,42.36,5.98,32.33,11.52
2005-10-18,"22:00",0.61,9.99,6.8,15.31,29.66,0.65,8.64,14.65,14.07,0.4,1.91,48.04,10.77,3.98,1.9,10.99,0.93,69.22,0.49,7.52,31.58,0.7,8.13,46.97,2.83,29.61,12.95
2005-10-18,"23:00",0.75,7.99,3.64,10.37,29.83,0.85,6.17,10.5,10.12,0.45,5.84,51.32,6.94,3.71,1.67,10.27,0.91,72.36,0.57,8.09,33.18,0.71,9.62,47.03,1.63,36.39,8.78
2005-10-18,"24:00",0.91,4.35,1.96,7.43,25.43,0.8,13.64,2.52,8.19,0.5,5.41,49.69,7.31,4.58,1.18,7.63,0.67,67.8,0.55,10.59,23.51,0.79,11.87,50.4,0.32,41.64,2.35
2005-10-19,"01:00",0.8,20.98,2.52,10.33,26.05,0.55,11.04,3.98,11.01,0.56,8.25,NA,3.71,5.01,1.22,9.76,0.59,NA,0.33,10.66,38.06,0.73,9.43,NA,0.12,37.27,3.01
2005-10-19,"02:00",0.63,23.51,3.14,15.54,27.27,0.45,29.07,17.54,18.52,0.43,45.91,33.09,17.07,4.78,0.97,8.87,0.35,48.63,0.25,2.6,52.35,0.55,10.81,39.03,5.44,16.87,17.05
2005-10-19,"03:00",0.6,37.07,4.92,55.17,45.19,0.4,39.12,20.75,40.11,0.5,37.14,24.22,25.9,5.37,0.74,9.72,0.34,35.62,0.27,14.95,47.9,0.51,20.28,29.02,11.27,4.51,27.78
2005-10-19,"04:00",0.74,25.2,6.96,23,41.27,0.57,16.69,17.89,14.81,0.22,16.86,12.93,39.06,NA,0.47,NA,0.39,35.59,0.21,8.99,53,0.35,14.15,23.12,18.18,0,NA
2005-10-19,"05:00",0.57,18.38,12.71,11.69,37.75,NA,14.11,27.86,11.95,NA,11.95,13.74,36.05,0.56,NA,8.12,NA,25.84,NA,7.04,49.96,NA,10.57,16.16,26.59,2.17,23.1
2005-10-19,"06:00",0.49,15.2,NA,15.95,NA,0.29,14.11,NA,18.52,0.32,13.37,26.17,NA,0.21,0.99,12.99,0.38,35.4,0.29,16.25,NA,0.41,16.27,33.38,NA,6.75,19.27
2005-10-19,"07:00",0.73,10.18,3.41,14.68,28.73,0.43,11.57,19.72,20.89,0.48,21.69,39.75,9.71,1.8,2.57,29.83,0.59,51.25,0.37,9.83,27.6,0.8,19.88,46.86,2.36,25.56,9.66
2005-10-19,"08:00",1.15,23.11,1.17,17.33,25.99,0.74,18.53,4.91,28.2,0.97,24.78,50.29,1.36,1.23,2.79,27.62,1.42,70.63,0.58,18.3,25.78,2.01,31.85,50.36,0.006467,40.29,2.08
2005-10-19,"09:00",1.23,27.22,2.75,28.51,27.73,0.81,21.95,9.85,36.85,0.95,28.64,48.04,5.5,2.13,3.16,26.32,1.69,74.72,0.6,17.07,25.29,1.58,37.99,50.9,0.26,34.24,5.16
2005-10-19,"10:00",1.25,42.75,2.46,33,28.25,0.89,31.11,9.52,51.59,0.78,26.27,46.11,8.2,2.88,2.04,19.25,1.87,80.72,0.65,21.78,26.99,1.74,42.01,50.41,1.02,30.52,12.85
2005-10-19,"11:00",1.08,45.65,4.29,36.43,30.12,NA,NA,NA,48.25,0.64,29.86,39.93,17.23,0.97,2.65,22.93,1.94,84.09,0.84,40.76,23.12,1.44,35.49,50.11,4.87,32.14,13.41
2005-10-19,"12:00",0.98,25.25,6.89,34.86,35.88,NA,NA,NA,34.31,0.58,20.43,37.32,22.48,0.81,2.48,23.46,1.66,75.44,0.64,43.44,34.9,1.18,19.04,45.9,7.62,25.84,19.83
2005-10-19,"13:00",0.9,25.6,9.06,32.18,36.32,0.65,47.91,26.15,27.38,0.44,15.15,28.21,34.63,0.58,2.17,28.28,1.75,71.59,0.48,12,48.4,0.93,22.46,41.06,14.16,24.12,22.33
2005-10-19,"14:00",0.96,26.92,8.55,25.15,35.26,0.64,31.4,26.01,NA,0.56,13.9,34.65,26.49,0.5,2.69,30.65,1.91,73.57,0.41,19.87,51.14,1.38,21.55,42.5,11.61,25.34,21.11
2005-10-19,"15:00",1.04,39.3,5.69,30.42,30.94,0.82,39.05,19.14,NA,0.61,22.75,36.53,23.66,1.5,2.29,23.94,2.11,76.09,0.48,16.88,48.53,1.01,36.23,45.73,9.63,27.01,24.33
2005-10-19,"16:00",0.95,23.41,8.78,41.03,35.56,0.66,25.77,31.37,NA,0.6,22.87,38.1,24.94,1.37,2.96,31.92,2.26,76.28,0.42,27.23,45.29,1.12,26.24,45.35,12.25,28.48,23.76
2005-10-19,"17:00",0.86,27.19,10.96,34.96,38.11,0.84,26.5,26.38,NA,0.51,18.48,29.32,29.96,0.67,2.7,33.05,1.81,74.57,0.48,25.54,42.26,0.91,23.55,41.59,13.6,22.9,26.08
2005-10-19,"18:00",0.79,15.81,11.34,33.2,36.41,0.65,18.89,27.64,NA,0.58,17.08,34.04,22.89,1.35,2.73,33.72,1.51,62.9,0.52,20.69,37.35,0.95,29.86,44.26,8.67,28.42,21.37
2005-10-19,"19:00",0.99,24.56,4.44,27.56,31,0.79,22.87,15.46,NA,0.6,9.83,34.17,16.57,1.46,3.08,29.9,1.9,67.47,0.58,25.88,29.98,0.83,25.8,42.25,5.96,30.46,11.94
